ip_proto,ip_len_mean,ip_len_median,ip_len_var,ip_len_std,ip_len_entropy,ip_len_cv,ip_len_cvq,ip_len_rte,ip_ttl_mean,ip_ttl_median,ip_ttl_var,ip_ttl_std,ip_ttl_entropy,ip_ttl_cv,ip_ttl_cvq,ip_ttl_rte,sport_mean,sport_median,sport_var,sport_std,sport_entropy,sport_cv,sport_cvq,sport_rte,dport_mean,dport_median,dport_var,dport_std,dport_entropy,dport_cv,dport_cvq,dport_rte,tcp_seq_median,tcp_seq_mean,tcp_seq_var,tcp_seq_std,tcp_seq_entropy,tcp_seq_cv,tcp_seq_cvq,tcp_seq_rte,tcp_ack_mean,tcp_ack_median,tcp_ack_var,tcp_ack_std,tcp_ack_entropy,tcp_ack_cv,tcp_ack_cvq,tcp_ack_rte,tcp_dataofs_mean,tcp_dataofs_median,tcp_dataofs_var,tcp_dataofs_std,tcp_dataofs_entropy,tcp_dataofs_cv,tcp_dataofs_cvq,tcp_dataofs_rte,tcp_flags_mean,tcp_flags_median,tcp_flags_var,tcp_flags_std,tcp_flags_entropy,tcp_flags_cv,tcp_flags_cvq,tcp_flags_rte,tcp_window_mean,tcp_window_median,tcp_window_var,tcp_window_std,tcp_window_entropy,tcp_window_cv,tcp_window_cvq,tcp_window_rte,Label1
0.006,0.26267033,0.1108742,0.087762633,0.296247587,0.003525833,1,0.770520741,0.132264529,0.26267033,0.1108742,0.087762633,0.296247587,0.003525833,1,0.770520741,0.132264529,0.996475858,0.998553827,7.68E-05,0.008763012,0.007839522,0.008794003,0.001135416,0.100200401,1,1,0,0,0,0,0,0.002004008,0.511828303,0.548917235,0.089322636,0.298868928,0.011342195,0.583924191,0.823267308,0.601202405,0.43611427,0.435614656,0.120454493,0.347065545,0.009492736,0.795813321,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.268714813,0.115299335,0.08934537,0.298906959,0.003457731,1,0.766292135,0.120240481,0.268714813,0.115299335,0.08934537,0.298906959,0.003457731,1,0.766292135,0.120240481,0.997992062,0.998557914,1.95E-05,0.004419127,0.007839522,0.004428018,0.001132202,0.100200401,1,1,0,0,0,0,0,0.002004008,0.549348492,0.527047744,0.089492704,0.299153311,0.011342195,0.544560176,0.776763279,0.601202405,0.375427836,0.305575977,0.108155188,0.32886956,0.009492736,0.875986085,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260538134,0.1108742,0.08529091,0.292046074,0.003526291,1,0.768374165,0.134268537,0.260538134,0.1108742,0.08529091,0.292046074,0.003526291,1,0.768374165,0.134268537,0.998587996,0.998562061,6.88E-07,0.000829288,0.007839522,0.00083046,0.001128941,0.100200401,1,1,0,0,0,0,0,0.002004008,0.505444338,0.480483516,0.097124262,0.311647657,0.011342195,0.616581557,0.828077175,0.601202405,0.405439636,0.392635842,0.103928897,0.32238005,0.009492736,0.795136985,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261349251,0.111349036,0.085675845,0.292704364,0.00351442,1,0.767337808,0.128256513,0.261349251,0.111349036,0.085675845,0.292704364,0.00351442,1,0.767337808,0.128256513,0.998592045,0.998566185,6.84E-07,0.00082691,0.007839522,0.000828076,0.001125699,0.100200401,1,1,0,0,0,0,0,0.002004008,0.486702171,0.466674757,0.08737699,0.295595991,0.011342195,0.607344714,0.796518304,0.601202405,0.438480225,0.416977494,0.120753005,0.34749533,0.009492736,0.792499435,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262606236,0.1108742,0.08781573,0.29633719,0.003546001,1,0.770520741,0.136272545,0.262606236,0.1108742,0.08781573,0.29633719,0.003546001,1,0.770520741,0.136272545,0.998596071,0.998570285,6.80E-07,0.000824545,0.007839522,0.000825704,0.001122476,0.100200401,1,1,0,0,0,0,0,0.002004008,0.522333095,0.565648547,0.0872341,0.295354194,0.011342195,0.56545181,0.776332334,0.601202405,0.434961313,0.399963726,0.116530044,0.341364971,0.009492736,0.784816858,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262459985,0.112554113,0.085674713,0.29270243,0.003542257,1,0.764492754,0.136272545,0.262459985,0.112554113,0.085674713,0.29270243,0.003542257,1,0.764492754,0.136272545,0.998600074,0.998574361,6.76E-07,0.000822194,0.007839522,0.000823347,0.001119271,0.100200401,1,1,0,0,0,0,0,0.002004008,0.511789634,0.478063988,0.101167087,0.318067739,0.011342195,0.621481401,0.80548238,0.601202405,0.468882814,0.475503067,0.132094249,0.363447726,0.009492736,0.775135525,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.26124197,0.111349036,0.085532083,0.292458686,0.003473805,1,0.768477293,0.118236473,0.26124197,0.111349036,0.085532083,0.292458686,0.003473805,1,0.768477293,0.118236473,0.998604054,0.998578415,6.72E-07,0.000819856,0.007839522,0.000821003,0.001116084,0.100200401,1,1,0,0,0,0,0,0.002004008,0.463508976,0.423614299,0.066557217,0.257986855,0.011342195,0.556595164,0.700421764,0.601202405,0.397511204,0.389872965,0.103706595,0.322035084,0.009492736,0.81012832,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.258368116,0.110403397,0.083445673,0.288869648,0.003493515,1,0.767857143,0.122244489,0.258368116,0.110403397,0.083445673,0.288869648,0.003493515,1,0.767857143,0.122244489,0.998608012,0.998582445,6.68E-07,0.000817532,0.007839522,0.000818672,0.001112915,0.100200401,1,1,0,0,0,0,0,0.002004008,0.539492205,0.52289611,0.070421532,0.265370556,0.011342195,0.49188951,0.754226111,0.601202405,0.460107783,0.510929001,0.118773289,0.344635009,0.009492736,0.749031034,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263766242,0.111827957,0.088026717,0.296692968,0.003468129,1,0.768888889,0.120240481,0.263766242,0.111827957,0.088026717,0.296692968,0.003468129,1,0.768888889,0.120240481,0.998611947,0.998586453,6.65E-07,0.000815221,0.007839522,0.000816354,0.001109765,0.100200401,1,1,0,0,0,0,0,0.002004008,0.52651135,0.596812785,0.087710547,0.296159665,0.011342195,0.562494361,0.84386032,0.601202405,0.344363937,0.328463385,0.078571301,0.280305728,0.009492736,0.813981076,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.26287264,0.111349036,0.087433913,0.295692261,0.003512596,1,0.768374165,0.130260521,0.26287264,0.111349036,0.087433913,0.295692261,0.003512596,1,0.768374165,0.130260521,0.99861586,0.998590438,6.61E-07,0.000812923,0.007839522,0.000814049,0.001106632,0.100200401,1,1,0,0,0,0,0,0.002004008,0.492240907,0.489668076,0.093434375,0.30567037,0.011342195,0.620977179,0.838404496,0.601202405,0.385004569,0.396879056,0.101313901,0.318298446,0.009492736,0.826739399,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262435318,0.1108742,0.087815619,0.296337002,0.00357321,1,0.772029811,0.144288577,0.262435318,0.1108742,0.087815619,0.296337002,0.00357321,1,0.772029811,0.144288577,0.998619752,0.9985944,6.57E-07,0.000810637,0.007839522,0.000811758,0.001103517,0.100200401,1,1,0,0,0,0,0,0.002004008,0.483961834,0.384001362,0.092078704,0.30344473,0.011342195,0.627001363,0.754695313,0.601202405,0.392206847,0.330732763,0.108520413,0.329424366,0.009492736,0.839925077,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261582995,0.111111111,0.086325538,0.29381208,0.003548102,1,0.767960732,0.138276553,0.261582995,0.111111111,0.086325538,0.29381208,0.003548102,1,0.767960732,0.138276553,0.998623621,0.99859834,6.53E-07,0.000808365,0.007839522,0.000809479,0.001100419,0.100200401,1,1,0,0,0,0,0,0.002004008,0.479327306,0.460820382,0.094139047,0.306820872,0.011342195,0.640107226,0.825769405,0.601202405,0.362501375,0.387323411,0.079409086,0.281796179,0.009492736,0.777365819,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262814992,0.110638298,0.088537368,0.297552295,0.003539069,1,0.76940133,0.134268537,0.262814992,0.110638298,0.088537368,0.297552295,0.003539069,1,0.76940133,0.134268537,0.998627469,0.998602259,6.50E-07,0.000806105,0.007839522,0.000807213,0.001097338,0.100200401,1,1,0,0,0,0,0,0.002004008,0.472427673,0.440513017,0.079916069,0.282694303,0.011342195,0.598386417,0.756892139,0.601202405,0.391847864,0.308215776,0.115271557,0.339516651,0.009492736,0.866450178,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.6249165,0.666666667,0.089242379,0.29873463,0.002671362,0.478039274,0.846153846,0.008016032,0.206973605,0.00859589,0.157933371,0.397408318,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262264955,0.110638298,0.08768011,0.296108274,0.003532487,1,0.76940133,0.136272545,0.262264955,0.110638298,0.08768011,0.296108274,0.003532487,1,0.76940133,0.136272545,0.998631295,0.998606155,6.46E-07,0.000803858,0.007839522,0.00080496,0.001094275,0.100200401,1,1,0,0,0,0,0,0.002004008,0.50012218,0.512842579,0.111482953,0.33389063,0.011342195,0.667618121,0.90629818,0.601202405,0.41357021,0.394920356,0.105703507,0.325120758,0.009492736,0.786131957,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.26330107,0.110638298,0.089133984,0.298553152,0.00358571,1,0.771629337,0.146292585,0.26330107,0.110638298,0.089133984,0.298553152,0.00358571,1,0.771629337,0.146292585,0.9986351,0.99861003,6.43E-07,0.000801623,0.007839522,0.000802719,0.001091229,0.100200401,1,1,0,0,0,0,0,0.002004008,0.530542593,0.551162294,0.072159759,0.268625686,0.011342195,0.506322563,0.805979615,0.601202405,0.36044251,0.299217261,0.092881296,0.304764329,0.009492736,0.845528262,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260943163,0.110638298,0.086053917,0.293349479,0.003524818,1,0.769094139,0.134268537,0.260943163,0.110638298,0.086053917,0.293349479,0.003524818,1,0.769094139,0.134268537,0.998638883,0.998613883,6.39E-07,0.000799401,0.007839522,0.000800491,0.0010882,0.100200401,1,1,0,0,0,0,0,0.002004008,0.565344225,0.666466721,0.089348055,0.298911451,0.011342195,0.528724691,0.763186066,0.601202405,0.388929096,0.370846142,0.103715441,0.322048818,0.009492736,0.828039921,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.268188551,0.113043478,0.091714418,0.302843884,0.003543621,1,0.770621967,0.138276553,0.268188551,0.113043478,0.091714418,0.302843884,0.003543621,1,0.770621967,0.138276553,0.998642646,0.998617715,6.36E-07,0.000797191,0.007839522,0.000798275,0.001085187,0.100200401,1,1,0,0,0,0,0,0.002004008,0.5313897,0.529745364,0.071126426,0.266695381,0.011342195,0.501882859,0.805382048,0.601202405,0.404333767,0.38403906,0.100157526,0.316476738,0.009492736,0.782711622,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.266266438,0.111587983,0.091306529,0.302169702,0.003518164,1,0.772428884,0.128256513,0.266266438,0.111587983,0.091306529,0.302169702,0.003518164,1,0.772428884,0.128256513,0.998646388,0.998621526,6.32E-07,0.000794993,0.007839522,0.000796071,0.001082191,0.100200401,1,1,0,0,0,0,0,0.002004008,0.529380786,0.54179706,0.076475137,0.276541385,0.011342195,0.522386516,0.818770699,0.601202405,0.473860889,0.484120248,0.113275665,0.336564503,0.009492736,0.710260144,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262533633,0.111349036,0.087094702,0.295118115,0.00351925,1,0.769911504,0.130260521,0.262533633,0.111349036,0.087094702,0.295118115,0.00351925,1,0.769911504,0.130260521,0.99865011,0.998625316,6.29E-07,0.000792807,0.007839522,0.000793879,0.001079212,0.100200401,1,1,0,0,0,0,0,0.002004008,0.579712907,0.616220866,0.093335114,0.30550796,0.011342195,0.526998721,0.868075126,0.601202405,0.423296858,0.354822662,0.119567796,0.345785766,0.009492736,0.816887154,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261122244,0.110638298,0.086321428,0.293805085,0.003516799,1,0.770216527,0.130260521,0.261122244,0.110638298,0.086321428,0.293805085,0.003516799,1,0.770216527,0.130260521,0.922697933,0.995192308,0.013773815,0.117361899,0.007255009,0.127194279,0.152663791,0.076152305,1,1,0,0,0,0,0,0.002004008,0.448042587,0.475324413,0.093944226,0.306503223,0.011342195,0.684093949,0.843388534,0.601202405,0.346511598,0.358288534,0.07830644,0.279832879,0.009492736,0.807571464,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.6249165,0.666666667,0.089242379,0.29873463,0.002671362,0.478039274,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263379006,0.111349036,0.088174836,0.29694248,0.003484481,1,0.770419426,0.120240481,0.263379006,0.111349036,0.088174836,0.29694248,0.003484481,1,0.770419426,0.120240481,0.996312729,0.998061937,1.59E-05,0.003983784,0.007044391,0.003998528,0.004991883,0.068136273,1,1,0,0,0,0,0,0.002004008,0.494387228,0.479278375,0.094942972,0.308128175,0.011342195,0.623252702,0.860893235,0.601202405,0.456101302,0.525177051,0.12087588,0.347672087,0.009492736,0.762269447,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.265727153,0.111827957,0.090266756,0.300444264,0.00352163,1,0.770013268,0.130260521,0.265727153,0.111827957,0.090266756,0.300444264,0.00352163,1,0.770013268,0.130260521,0.997370063,0.999314074,1.57E-05,0.003963356,0.007057905,0.003973807,0.003746684,0.068136273,1,1,0,0,0,0,0,0.002004008,0.455212295,0.444066233,0.097543088,0.312318888,0.011342195,0.686095019,0.875455009,0.601202405,0.391393772,0.300555538,0.117882472,0.343340169,0.009492736,0.877224405,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
