sport_mean,sport_median,sport_var,sport_std,sport_entropy,sport_cv,sport_cvq,sport_rte,tcp_seq_median,tcp_seq_mean,tcp_seq_var,tcp_seq_std,tcp_seq_entropy,tcp_seq_cv,tcp_seq_cvq,tcp_seq_rte,tcp_dataofs_median,tcp_flags_median,tcp_flags_rte,tcp_window_mean,Label1
0.99861586,0.998590438,6.61e-07,0.000812923,0.007839522,0.000814049,0.001106632,0.100200401,0.492240907,0.489668076,0.093434375,0.30567037,0.011342195,0.620977179,0.838404496,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998619752,0.9985944,6.57e-07,0.000810637,0.007839522,0.000811758,0.001103517,0.100200401,0.483961834,0.384001362,0.092078704,0.30344473,0.011342195,0.627001363,0.754695313,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998623621,0.99859834,6.53e-07,0.000808365,0.007839522,0.000809479,0.001100419,0.100200401,0.479327306,0.460820382,0.094139047,0.306820872,0.011342195,0.640107226,0.825769405,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998627469,0.998602259,6.5e-07,0.000806105,0.007839522,0.000807213,0.001097338,0.100200401,0.472427673,0.440513017,0.079916069,0.282694303,0.011342195,0.598386417,0.756892139,0.601202405,0.8,0.666666667,0.008016032,0.206973605,0
0.998631295,0.998606155,6.46e-07,0.000803858,0.007839522,0.00080496,0.001094275,0.100200401,0.50012218,0.512842579,0.111482953,0.33389063,0.011342195,0.667618121,0.90629818,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.9986351,0.99861003,6.43e-07,0.000801623,0.007839522,0.000802719,0.001091229,0.100200401,0.530542593,0.551162294,0.072159759,0.268625686,0.011342195,0.506322563,0.805979615,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998638883,0.998613883,6.39e-07,0.000799401,0.007839522,0.000800491,0.0010882,0.100200401,0.565344225,0.666466721,0.089348055,0.298911451,0.011342195,0.528724691,0.763186066,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998642646,0.998617715,6.36e-07,0.000797191,0.007839522,0.000798275,0.001085187,0.100200401,0.5313897,0.529745364,0.071126426,0.266695381,0.011342195,0.501882859,0.805382048,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998646388,0.998621526,6.32e-07,0.000794993,0.007839522,0.000796071,0.001082191,0.100200401,0.529380786,0.54179706,0.076475137,0.276541385,0.011342195,0.522386516,0.818770699,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99865011,0.998625316,6.29e-07,0.000792807,0.007839522,0.000793879,0.001079212,0.100200401,0.579712907,0.616220866,0.093335114,0.30550796,0.011342195,0.526998721,0.868075126,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.922697933,0.995192308,0.013773815,0.117361899,0.007255009,0.127194279,0.152663791,0.076152305,0.448042587,0.475324413,0.093944226,0.306503223,0.011342195,0.684093949,0.843388534,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.996312729,0.998061937,1.59e-05,0.003983784,0.007044391,0.003998528,0.004991883,0.068136273,0.494387228,0.479278375,0.094942972,0.308128175,0.011342195,0.623252702,0.860893235,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.997370063,0.999314074,1.57e-05,0.003963356,0.007057905,0.003973807,0.003746684,0.068136273,0.455212295,0.444066233,0.097543088,0.312318888,0.011342195,0.686095019,0.875455009,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.995638183,0.99661263,3.1e-05,0.005569637,0.007049098,0.005594037,0.005270626,0.068136273,0.553606564,0.593581317,0.067984957,0.260739252,0.011342195,0.470982948,0.666110836,0.601202405,0.8,0.666666667,0.008016032,0.206973605,0
0.996717858,0.999355281,2.19e-05,0.004677595,0.007044391,0.004692998,0.00485948,0.068136273,0.565964214,0.658594552,0.081098087,0.284777259,0.011342195,0.503171846,0.689225574,0.601202405,0.8,0.666666667,0.008016032,0.206973605,0
0.99666152,0.9993558,1.91e-05,0.004367702,0.007057905,0.004382332,0.00369809,0.068136273,0.506160385,0.500194929,0.081892261,0.286168239,0.011347762,0.565370675,0.751802532,0.603206413,0.8,0.666666667,0.008016032,0.206972095,0
0.994871255,0.999356266,3.9e-05,0.006244149,0.007049098,0.006276339,0.006965126,0.068136273,0.533414979,0.588883101,0.111778736,0.33433327,0.011347762,0.626778932,0.836629524,0.603206413,0.8,0.666666667,0.008016032,0.206972095,0
0.997591131,0.999316803,1.89e-05,0.004345001,0.007044391,0.004355493,0.004258583,0.068136273,0.433363508,0.423385197,0.077315883,0.278057337,0.011342195,0.6416261,0.803038821,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.997404283,0.999317543,2.43e-05,0.004932622,0.007057905,0.004945459,0.004415768,0.068136273,0.510652206,0.51583152,0.112557258,0.335495541,0.011342195,0.656994207,0.925713105,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.996008058,0.999358332,4.42e-05,0.006651321,0.007049098,0.006677979,0.008086689,0.068136273,0.4402401,0.460809955,0.062422428,0.249844808,0.011342195,0.567519425,0.778809271,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99674147,0.999318992,3.78e-05,0.006151301,0.007044391,0.006171411,0.006370711,0.068136273,0.455414572,0.416107142,0.111239369,0.333525665,0.011342195,0.732356155,0.901389264,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.996738445,0.999319701,2.9e-05,0.00538642,0.007057905,0.005404045,0.006363783,0.068136273,0.580786399,0.622720067,0.082545388,0.287307132,0.011342195,0.494686399,0.66798566,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998527831,0.999360512,1.23e-05,0.003503747,0.007049098,0.003508913,0.000523918,0.068136273,0.477885462,0.47235398,0.084754335,0.291125978,0.011342195,0.609196138,0.783499814,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999168096,0.999361354,4.77e-06,0.002185118,0.007044391,0.002186938,0.000519232,0.068136273,0.541365694,0.526363755,0.089372393,0.298952158,0.011347762,0.552218511,0.808712707,0.603206413,0.8,0.666666667,0.008016032,0.208960387,0
0.997759033,0.999322277,3.18e-05,0.005638899,0.007057905,0.005651564,0.000538546,0.068136273,0.599230205,0.722651017,0.082525885,0.28727319,0.011347762,0.47940372,0.754955579,0.603206413,0.8,0.666666667,0.008016032,0.204985313,0
0.998894269,0.999362956,8.19e-06,0.002862362,0.007049098,0.002865531,0.000517928,0.068136273,0.481897231,0.414936042,0.066837547,0.258529587,0.011342195,0.536482823,0.671781341,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999329474,0.999324056,1.46e-07,0.000382254,0.007044391,0.000382511,0.000517248,0.068136273,0.538306015,0.558395119,0.0707091,0.265911827,0.011342195,0.493978926,0.772925514,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999343483,0.999324941,1.46e-07,0.000382025,0.007057905,0.000382276,0.000536427,0.068136273,0.500276378,0.435480829,0.092068532,0.303427968,0.011342195,0.606520677,0.830516609,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.996799088,0.999365382,5.19e-05,0.007205665,0.007049098,0.007228803,0.009349162,0.068136273,0.482615057,0.444000432,0.096721777,0.31100125,0.011342195,0.644408511,0.837702441,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999332024,0.999326626,1.45e-07,0.000380801,0.007044391,0.000381055,0.00051528,0.068136273,0.54133113,0.550236972,0.084989517,0.291529617,0.011342195,0.538542124,0.820346758,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999236667,0.999208923,1.57e-07,0.000396389,0.007057905,0.000396692,0.000534389,0.068136273,0.491236827,0.489156546,0.069375699,0.263392671,0.011342195,0.536182666,0.730095916,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999350392,0.999367889,1.57e-07,0.000395708,0.007049098,0.000395965,0.00051787,0.068136273,0.436767423,0.481001281,0.087047537,0.295038196,0.011342195,0.675504126,0.869712387,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999334659,0.999329283,1.44e-07,0.000379298,0.007044391,0.000379551,0.000513246,0.068136273,0.571096297,0.608947898,0.087126092,0.295171292,0.011342195,0.5168503,0.77132451,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999348553,0.999330155,1.44e-07,0.000379074,0.007057905,0.000379322,0.000532282,0.068136273,0.514240177,0.529526487,0.096941553,0.311354386,0.011342195,0.605464917,0.845258059,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999362411,0.999370376,1.43e-07,0.000378403,0.007049098,0.000378644,0.000515831,0.068136273,0.469449062,0.451571943,0.070515044,0.265546689,0.011342195,0.565656023,0.779062314,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999337274,0.999331919,1.43e-07,0.000377808,0.007044391,0.000378058,0.000511227,0.068136273,0.498822956,0.477308202,0.082291865,0.286865587,0.011342195,0.575084975,0.788638837,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99935111,0.999332784,1.43e-07,0.000377587,0.007057905,0.000377832,0.000530191,0.068136273,0.535875851,0.536922965,0.05872002,0.242322141,0.011342195,0.452198286,0.604120829,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99936491,0.999372844,1.42e-07,0.00037692,0.007049098,0.000377159,0.000513808,0.068136273,0.554099658,0.601399398,0.069569977,0.263761213,0.011342195,0.476017642,0.699596853,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999339868,0.999334534,1.42e-07,0.000376329,0.007044391,0.000376577,0.000509225,0.068136273,0.524751292,0.612028611,0.100497498,0.317013404,0.011342195,0.604121245,0.805320035,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999353647,0.999335392,1.41e-07,0.000376111,0.007057905,0.000376354,0.000528117,0.068136273,0.49410864,0.534932793,0.091695736,0.302813038,0.011342195,0.612847082,0.883924551,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99936739,0.999375293,1.41e-07,0.000375448,0.007049098,0.000375686,0.000511801,0.068136273,0.54926023,0.545967857,0.080060494,0.282949631,0.011342195,0.515146766,0.703069576,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999342442,0.999337129,1.41e-07,0.000374861,0.007044391,0.000375108,0.000507238,0.068136273,0.54896043,0.541354061,0.071734235,0.267832475,0.011342195,0.487890311,0.645293683,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999320292,0.999299065,1.44e-07,0.000379619,0.007057905,0.000379877,0.000526059,0.068136273,0.40468482,0.393011263,0.066528684,0.257931549,0.011342195,0.637364033,0.792885351,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999366733,0.999377722,1.44e-07,0.000379593,0.007049098,0.000379833,0.000509809,0.068136273,0.521172816,0.508935314,0.075444958,0.274672456,0.011342195,0.527027596,0.710917251,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999344996,0.999339703,1.39e-07,0.000373405,0.007044391,0.00037365,0.000505266,0.068136273,0.489180017,0.496055942,0.082894319,0.287913735,0.011342195,0.588563974,0.745332398,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999358661,0.999340549,1.39e-07,0.000373193,0.007057905,0.000373432,0.000524017,0.068136273,0.552425521,0.589433382,0.091441405,0.302392799,0.011342195,0.547391073,0.760632908,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999372292,0.999380133,1.39e-07,0.000372539,0.007049098,0.000372773,0.000507833,0.068136273,0.505100235,0.542544531,0.079533691,0.282017182,0.011342195,0.558339043,0.814122623,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99934753,0.999342258,1.38e-07,0.000371961,0.007044391,0.000372204,0.00050331,0.068136273,0.509238356,0.448113245,0.09420326,0.306925495,0.011342195,0.602714803,0.796838825,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99936114,0.999343097,1.38e-07,0.000371751,0.007057905,0.000371988,0.000521991,0.068136273,0.491914088,0.555999388,0.076472176,0.276536031,0.011342195,0.562163267,0.792929635,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999374714,0.999382525,1.38e-07,0.000371101,0.007049098,0.000371333,0.000505872,0.068136273,0.47875115,0.435618761,0.071099744,0.266645353,0.011342195,0.556960235,0.780478986,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999350045,0.999344793,1.37e-07,0.000370527,0.007044391,0.000370768,0.000501369,0.068136273,0.494864321,0.471168788,0.076517834,0.276618572,0.011342195,0.558978613,0.753373183,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999363599,0.999345625,1.37e-07,0.00037032,0.007057905,0.000370555,0.000519981,0.068136273,0.556944098,0.558009591,0.085226559,0.291935882,0.011342195,0.524174479,0.76678072,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999377118,0.999384899,1.37e-07,0.000369675,0.007049098,0.000369905,0.000503926,0.068136273,0.493647658,0.497117069,0.097420626,0.312122773,0.011342195,0.632278444,0.869094219,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999352541,0.999347309,1.36e-07,0.000369105,0.007044391,0.000369344,0.000499443,0.068136273,0.487576842,0.479085628,0.088671166,0.297777041,0.011347762,0.610728434,0.849196127,0.603206413,0.8,0.666666667,0.008016032,0.208958877,0
0.942431021,0.999386079,0.003304036,0.057480744,0.007057905,0.060991991,0.062635077,0.068136273,0.399072429,0.319482729,0.087504982,0.29581241,0.011342195,0.741249931,0.833343506,0.601202405,0.8,0.666666667,0.008016032,0.204986823,0
0.998209378,0.999308855,4.48e-06,0.002116289,0.007049098,0.002120085,0.002299308,0.068136273,0.507343145,0.567388214,0.092318625,0.303839801,0.011342195,0.598884215,0.831611487,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.997168731,0.998402832,1.15e-05,0.003387952,0.007057905,0.003397571,0.003161542,0.068136273,0.587071715,0.633596073,0.076931245,0.277364824,0.011342195,0.472454756,0.670380358,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.997557974,0.999309958,1.06e-05,0.003252336,0.007049098,0.003260298,0.003223782,0.068136273,0.431406175,0.427470621,0.085587131,0.292552782,0.011342195,0.67813768,0.821917268,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.996945936,0.999267526,1.65e-05,0.004063754,0.007044391,0.004076203,0.003893576,0.068136273,0.45407876,0.361328394,0.098537261,0.313906452,0.011342195,0.691303977,0.878105384,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99759262,0.999311265,9.07e-06,0.003012214,0.007057905,0.003019483,0.003434348,0.068136273,0.467640711,0.446544143,0.087480368,0.295770804,0.011342195,0.632474454,0.832544186,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998066641,0.999312124,1.36e-05,0.003694456,0.007049098,0.003701612,0.003066519,0.068136273,0.460828748,0.407296336,0.086213563,0.293621461,0.011342195,0.637159601,0.82672082,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998229252,0.999270104,1.3e-05,0.003607622,0.007044391,0.003614021,0.000558563,0.068136273,0.44705526,0.462900013,0.04297375,0.207301111,0.011342195,0.463703549,0.648317031,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.997628517,0.999313864,2.17e-05,0.004658262,0.007059605,0.004669335,0.005650205,0.068136273,0.566803702,0.680848828,0.082367229,0.286996914,0.011342195,0.506342694,0.768950479,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998573654,0.99927198,9.2e-06,0.003033781,0.007044391,0.003038114,0.000557127,0.068136273,0.440870602,0.366163458,0.080758583,0.284180547,0.011342195,0.644589469,0.800594808,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998245068,0.999272914,1.27e-05,0.003568293,0.007057905,0.003574566,0.0005778,0.068136273,0.504731518,0.540574923,0.085314854,0.292087065,0.011342195,0.578697891,0.863270252,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.998889848,0.999316619,6.4e-06,0.002529519,0.007049098,0.00253233,0.000559903,0.068136273,0.515956324,0.528844897,0.093173995,0.305244156,0.011342195,0.591608519,0.827674982,0.601202405,0.8,0.666666667,0.008016032,0.206973605,0
0.998711489,0.99927493,1.14e-05,0.00338086,0.007044391,0.003385222,0.000554868,0.068136273,0.604264358,0.606500645,0.05903289,0.242966849,0.011342195,0.402087009,0.52469324,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999295836,0.999275949,1.68e-07,0.00040975,0.007057905,0.000410039,0.000575386,0.068136273,0.571461415,0.573793026,0.070204704,0.264961704,0.011342195,0.463656333,0.612504501,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999310888,0.999319496,1.67e-07,0.000408982,0.007049098,0.000409264,0.000557544,0.068136273,0.469894572,0.446823243,0.07950229,0.281961504,0.011342195,0.600052694,0.768898888,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999283797,0.999278009,1.67e-07,0.000408294,0.007044391,0.000408587,0.00055251,0.068136273,0.418433353,0.382574984,0.088625097,0.297699675,0.011342195,0.711462585,0.837167505,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999298822,0.999279019,1.66e-07,0.000408013,0.007057905,0.000408299,0.000572944,0.068136273,0.442142424,0.450406576,0.079654138,0.282230648,0.011342195,0.638325192,0.818526647,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999313806,0.999322378,1.66e-07,0.00040725,0.007049098,0.000407529,0.000555181,0.068136273,0.508910478,0.507213227,0.088795303,0.297985407,0.011342195,0.585536002,0.821716683,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999286825,0.999281062,1.65e-07,0.000406568,0.007044391,0.000406858,0.000550171,0.068136273,0.482619394,0.403625773,0.097134985,0.311664861,0.011342195,0.645777739,0.803452939,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999301784,0.999282064,1.65e-07,0.00040629,0.007057905,0.000406573,0.000570523,0.068136273,0.46258768,0.435298755,0.08516376,0.291828306,0.011342195,0.630860524,0.802840968,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.9993167,0.999325236,1.64e-07,0.000405532,0.007049098,0.000405809,0.000552838,0.068136273,0.478129939,0.461679602,0.085803414,0.292922198,0.011342195,0.612641405,0.815155723,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999289829,0.99928409,1.64e-07,0.000404855,0.007044391,0.000405143,0.000547853,0.068136273,0.542932938,0.563103264,0.071908689,0.268157954,0.011342195,0.493906218,0.71659771,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99930472,0.999285083,1.64e-07,0.000404581,0.007057905,0.000404862,0.000568122,0.068136273,0.499303731,0.550392313,0.10225029,0.319765993,0.011342195,0.640423799,0.863556881,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99931957,0.99932807,1.63e-07,0.000403829,0.007049098,0.000404104,0.000550515,0.068136273,0.48321756,0.412472397,0.098809411,0.314339643,0.011342195,0.6505137,0.871671456,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999292807,0.999287092,1.63e-07,0.000403158,0.007044391,0.000403443,0.000545554,0.068136273,0.415806147,0.326934334,0.091879467,0.303116259,0.011342195,0.728984556,0.848838292,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999307632,0.999288077,1.62e-07,0.000402887,0.007057905,0.000403166,0.000565741,0.068136273,0.473751993,0.494652145,0.08242284,0.287093783,0.011342195,0.606000159,0.880244468,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999322415,0.99933088,1.62e-07,0.00040214,0.007049098,0.000402413,0.000548211,0.068136273,0.518516663,0.54927408,0.067021773,0.258885637,0.011342195,0.49928123,0.719600062,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99929576,0.999290069,1.61e-07,0.000401474,0.007044391,0.000401757,0.000543274,0.068136273,0.501251167,0.52448633,0.09974791,0.315828925,0.011342195,0.630081176,0.90506772,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999310519,0.999291046,1.61e-07,0.000401207,0.007057905,0.000401483,0.00056338,0.068136273,0.508413644,0.46514356,0.091106336,0.301838262,0.011342195,0.593686391,0.771344344,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999325237,0.999333667,1.6e-07,0.000400465,0.007049098,0.000400736,0.000545927,0.068136273,0.502780579,0.518538273,0.09618595,0.310138598,0.011342195,0.616846812,0.862987018,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999298689,0.999293022,1.6e-07,0.000399804,0.007044391,0.000400085,0.000541013,0.068136273,0.447325887,0.419610366,0.081516209,0.285510437,0.011342195,0.638260483,0.824368771,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999313382,0.999293991,1.6e-07,0.00039954,0.007057905,0.000399815,0.000561039,0.068136273,0.497189434,0.511994715,0.104313402,0.322975853,0.011342195,0.649603212,0.850593916,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999322661,0.999336458,1.66e-07,0.000407103,0.007049098,0.000407379,0.0005644,0.068136273,0.49587406,0.481018326,0.070132519,0.26482545,0.011342195,0.534057882,0.693412509,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999301622,0.999295979,1.59e-07,0.000398132,0.007044391,0.00039841,0.000538748,0.068136273,0.508828414,0.515325831,0.07965349,0.282229499,0.011342195,0.554665367,0.820014637,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.99931625,0.99929694,1.58e-07,0.000397871,0.007057905,0.000398144,0.000558694,0.068136273,0.408312453,0.378168457,0.081212991,0.284978931,0.011342195,0.697943276,0.876613601,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999330839,0.999339198,1.58e-07,0.000397141,0.007049098,0.000397407,0.000541392,0.068136273,0.404986718,0.351454468,0.064378348,0.253728887,0.011342195,0.626511625,0.766481173,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999304503,0.999298882,1.57e-07,0.00039649,0.007044391,0.000396766,0.000536525,0.068136273,0.57836294,0.642177332,0.061806673,0.248609479,0.011342195,0.429850293,0.561553809,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999294747,0.99925868,1.71e-07,0.000413612,0.007057905,0.000413904,0.000576986,0.068136273,0.536986969,0.584762647,0.091611704,0.302674253,0.011342195,0.563652883,0.803099112,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
0.999323343,0.99934197,1.67e-07,0.00040904,0.007049098,0.000409317,0.000559708,0.068136273,0.449641268,0.444522508,0.08976399,0.299606391,0.011342195,0.666323162,0.850815403,0.601202405,0.8,0.666666667,0.008016032,0.206972095,0
