sport_median,sport_std,sport_entropy,sport_cv,sport_cvq,sport_rte,tcp_seq_median,tcp_seq_mean,tcp_seq_std,tcp_seq_entropy,tcp_seq_cv,tcp_seq_cvq,tcp_seq_rte,tcp_window_median,tcp_window_entropy,tcp_window_cvq,tcp_window_rte,Label1
0.999360512,0.003503747,0.007049098,0.003508913,0.000523918,0.068136273,0.477885462,0.47235398,0.291125978,0.011342195,0.609196138,0.783499814,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999361354,0.002185118,0.007044391,0.002186938,0.000519232,0.068136273,0.541365694,0.526363755,0.298952158,0.011347762,0.552218511,0.808712707,0.603206413,0.00859589,0.002117373,0.98443712,0.006012024,0
0.999322277,0.005638899,0.007057905,0.005651564,0.000538546,0.068136273,0.599230205,0.722651017,0.28727319,0.011347762,0.47940372,0.754955579,0.603206413,0.00859589,0.002111825,0.98443712,0.006012024,0
0.999362956,0.002862362,0.007049098,0.002865531,0.000517928,0.068136273,0.481897231,0.414936042,0.258529587,0.011342195,0.536482823,0.671781341,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999324056,0.000382254,0.007044391,0.000382511,0.000517248,0.068136273,0.538306015,0.558395119,0.265911827,0.011342195,0.493978926,0.772925514,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999324941,0.000382025,0.007057905,0.000382276,0.000536427,0.068136273,0.500276378,0.435480829,0.303427968,0.011342195,0.606520677,0.830516609,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999365382,0.007205665,0.007049098,0.007228803,0.009349162,0.068136273,0.482615057,0.444000432,0.31100125,0.011342195,0.644408511,0.837702441,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999326626,0.000380801,0.007044391,0.000381055,0.00051528,0.068136273,0.54133113,0.550236972,0.291529617,0.011342195,0.538542124,0.820346758,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999208923,0.000396389,0.007057905,0.000396692,0.000534389,0.068136273,0.491236827,0.489156546,0.263392671,0.011342195,0.536182666,0.730095916,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999367889,0.000395708,0.007049098,0.000395965,0.00051787,0.068136273,0.436767423,0.481001281,0.295038196,0.011342195,0.675504126,0.869712387,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999329283,0.000379298,0.007044391,0.000379551,0.000513246,0.068136273,0.571096297,0.608947898,0.295171292,0.011342195,0.5168503,0.77132451,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999330155,0.000379074,0.007057905,0.000379322,0.000532282,0.068136273,0.514240177,0.529526487,0.311354386,0.011342195,0.605464917,0.845258059,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999370376,0.000378403,0.007049098,0.000378644,0.000515831,0.068136273,0.469449062,0.451571943,0.265546689,0.011342195,0.565656023,0.779062314,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999331919,0.000377808,0.007044391,0.000378058,0.000511227,0.068136273,0.498822956,0.477308202,0.286865587,0.011342195,0.575084975,0.788638837,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999332784,0.000377587,0.007057905,0.000377832,0.000530191,0.068136273,0.535875851,0.536922965,0.242322141,0.011342195,0.452198286,0.604120829,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999372844,0.00037692,0.007049098,0.000377159,0.000513808,0.068136273,0.554099658,0.601399398,0.263761213,0.011342195,0.476017642,0.699596853,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999334534,0.000376329,0.007044391,0.000376577,0.000509225,0.068136273,0.524751292,0.612028611,0.317013404,0.011342195,0.604121245,0.805320035,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999335392,0.000376111,0.007057905,0.000376354,0.000528117,0.068136273,0.49410864,0.534932793,0.302813038,0.011342195,0.612847082,0.883924551,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999375293,0.000375448,0.007049098,0.000375686,0.000511801,0.068136273,0.54926023,0.545967857,0.282949631,0.011342195,0.515146766,0.703069576,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999337129,0.000374861,0.007044391,0.000375108,0.000507238,0.068136273,0.54896043,0.541354061,0.267832475,0.011342195,0.487890311,0.645293683,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999299065,0.000379619,0.007057905,0.000379877,0.000526059,0.068136273,0.40468482,0.393011263,0.257931549,0.011342195,0.637364033,0.792885351,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999377722,0.000379593,0.007049098,0.000379833,0.000509809,0.068136273,0.521172816,0.508935314,0.274672456,0.011342195,0.527027596,0.710917251,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999339703,0.000373405,0.007044391,0.00037365,0.000505266,0.068136273,0.489180017,0.496055942,0.287913735,0.011342195,0.588563974,0.745332398,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999340549,0.000373193,0.007057905,0.000373432,0.000524017,0.068136273,0.552425521,0.589433382,0.302392799,0.011342195,0.547391073,0.760632908,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999380133,0.000372539,0.007049098,0.000372773,0.000507833,0.068136273,0.505100235,0.542544531,0.282017182,0.011342195,0.558339043,0.814122623,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999342258,0.000371961,0.007044391,0.000372204,0.00050331,0.068136273,0.509238356,0.448113245,0.306925495,0.011342195,0.602714803,0.796838825,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999343097,0.000371751,0.007057905,0.000371988,0.000521991,0.068136273,0.491914088,0.555999388,0.276536031,0.011342195,0.562163267,0.792929635,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999382525,0.000371101,0.007049098,0.000371333,0.000505872,0.068136273,0.47875115,0.435618761,0.266645353,0.011342195,0.556960235,0.780478986,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999344793,0.000370527,0.007044391,0.000370768,0.000501369,0.068136273,0.494864321,0.471168788,0.276618572,0.011342195,0.558978613,0.753373183,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999345625,0.00037032,0.007057905,0.000370555,0.000519981,0.068136273,0.556944098,0.558009591,0.291935882,0.011342195,0.524174479,0.76678072,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999384899,0.000369675,0.007049098,0.000369905,0.000503926,0.068136273,0.493647658,0.497117069,0.312122773,0.011342195,0.632278444,0.869094219,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999347309,0.000369105,0.007044391,0.000369344,0.000499443,0.068136273,0.487576842,0.479085628,0.297777041,0.011347762,0.610728434,0.849196127,0.603206413,0.00859589,0.002117353,0.98443712,0.006012024,0
0.999386079,0.057480744,0.007057905,0.060991991,0.062635077,0.068136273,0.399072429,0.319482729,0.29581241,0.011342195,0.741249931,0.833343506,0.601202405,0.00859589,0.002111805,0.98443712,0.006012024,0
0.999308855,0.002116289,0.007049098,0.002120085,0.002299308,0.068136273,0.507343145,0.567388214,0.303839801,0.011342195,0.598884215,0.831611487,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998402832,0.003387952,0.007057905,0.003397571,0.003161542,0.068136273,0.587071715,0.633596073,0.277364824,0.011342195,0.472454756,0.670380358,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999309958,0.003252336,0.007049098,0.003260298,0.003223782,0.068136273,0.431406175,0.427470621,0.292552782,0.011342195,0.67813768,0.821917268,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999267526,0.004063754,0.007044391,0.004076203,0.003893576,0.068136273,0.45407876,0.361328394,0.313906452,0.011342195,0.691303977,0.878105384,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999311265,0.003012214,0.007057905,0.003019483,0.003434348,0.068136273,0.467640711,0.446544143,0.295770804,0.011342195,0.632474454,0.832544186,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999312124,0.003694456,0.007049098,0.003701612,0.003066519,0.068136273,0.460828748,0.407296336,0.293621461,0.011342195,0.637159601,0.82672082,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999270104,0.003607622,0.007044391,0.003614021,0.000558563,0.068136273,0.44705526,0.462900013,0.207301111,0.011342195,0.463703549,0.648317031,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999313864,0.004658262,0.007059605,0.004669335,0.005650205,0.068136273,0.566803702,0.680848828,0.286996914,0.011342195,0.506342694,0.768950479,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99927198,0.003033781,0.007044391,0.003038114,0.000557127,0.068136273,0.440870602,0.366163458,0.284180547,0.011342195,0.644589469,0.800594808,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999272914,0.003568293,0.007057905,0.003574566,0.0005778,0.068136273,0.504731518,0.540574923,0.292087065,0.011342195,0.578697891,0.863270252,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999316619,0.002529519,0.007049098,0.00253233,0.000559903,0.068136273,0.515956324,0.528844897,0.305244156,0.011342195,0.591608519,0.827674982,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99927493,0.00338086,0.007044391,0.003385222,0.000554868,0.068136273,0.604264358,0.606500645,0.242966849,0.011342195,0.402087009,0.52469324,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999275949,0.00040975,0.007057905,0.000410039,0.000575386,0.068136273,0.571461415,0.573793026,0.264961704,0.011342195,0.463656333,0.612504501,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999319496,0.000408982,0.007049098,0.000409264,0.000557544,0.068136273,0.469894572,0.446823243,0.281961504,0.011342195,0.600052694,0.768898888,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999278009,0.000408294,0.007044391,0.000408587,0.00055251,0.068136273,0.418433353,0.382574984,0.297699675,0.011342195,0.711462585,0.837167505,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999279019,0.000408013,0.007057905,0.000408299,0.000572944,0.068136273,0.442142424,0.450406576,0.282230648,0.011342195,0.638325192,0.818526647,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999322378,0.00040725,0.007049098,0.000407529,0.000555181,0.068136273,0.508910478,0.507213227,0.297985407,0.011342195,0.585536002,0.821716683,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999281062,0.000406568,0.007044391,0.000406858,0.000550171,0.068136273,0.482619394,0.403625773,0.311664861,0.011342195,0.645777739,0.803452939,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999282064,0.00040629,0.007057905,0.000406573,0.000570523,0.068136273,0.46258768,0.435298755,0.291828306,0.011342195,0.630860524,0.802840968,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999325236,0.000405532,0.007049098,0.000405809,0.000552838,0.068136273,0.478129939,0.461679602,0.292922198,0.011342195,0.612641405,0.815155723,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99928409,0.000404855,0.007044391,0.000405143,0.000547853,0.068136273,0.542932938,0.563103264,0.268157954,0.011342195,0.493906218,0.71659771,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999285083,0.000404581,0.007057905,0.000404862,0.000568122,0.068136273,0.499303731,0.550392313,0.319765993,0.011342195,0.640423799,0.863556881,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99932807,0.000403829,0.007049098,0.000404104,0.000550515,0.068136273,0.48321756,0.412472397,0.314339643,0.011342195,0.6505137,0.871671456,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999287092,0.000403158,0.007044391,0.000403443,0.000545554,0.068136273,0.415806147,0.326934334,0.303116259,0.011342195,0.728984556,0.848838292,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999288077,0.000402887,0.007057905,0.000403166,0.000565741,0.068136273,0.473751993,0.494652145,0.287093783,0.011342195,0.606000159,0.880244468,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99933088,0.00040214,0.007049098,0.000402413,0.000548211,0.068136273,0.518516663,0.54927408,0.258885637,0.011342195,0.49928123,0.719600062,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999290069,0.000401474,0.007044391,0.000401757,0.000543274,0.068136273,0.501251167,0.52448633,0.315828925,0.011342195,0.630081176,0.90506772,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999291046,0.000401207,0.007057905,0.000401483,0.00056338,0.068136273,0.508413644,0.46514356,0.301838262,0.011342195,0.593686391,0.771344344,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999333667,0.000400465,0.007049098,0.000400736,0.000545927,0.068136273,0.502780579,0.518538273,0.310138598,0.011342195,0.616846812,0.862987018,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999293022,0.000399804,0.007044391,0.000400085,0.000541013,0.068136273,0.447325887,0.419610366,0.285510437,0.011342195,0.638260483,0.824368771,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999293991,0.00039954,0.007057905,0.000399815,0.000561039,0.068136273,0.497189434,0.511994715,0.322975853,0.011342195,0.649603212,0.850593916,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999336458,0.000407103,0.007049098,0.000407379,0.0005644,0.068136273,0.49587406,0.481018326,0.26482545,0.011342195,0.534057882,0.693412509,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999295979,0.000398132,0.007044391,0.00039841,0.000538748,0.068136273,0.508828414,0.515325831,0.282229499,0.011342195,0.554665367,0.820014637,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99929694,0.000397871,0.007057905,0.000398144,0.000558694,0.068136273,0.408312453,0.378168457,0.284978931,0.011342195,0.697943276,0.876613601,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999339198,0.000397141,0.007049098,0.000397407,0.000541392,0.068136273,0.404986718,0.351454468,0.253728887,0.011342195,0.626511625,0.766481173,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999298882,0.00039649,0.007044391,0.000396766,0.000536525,0.068136273,0.57836294,0.642177332,0.248609479,0.011342195,0.429850293,0.561553809,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99925868,0.000413612,0.007057905,0.000413904,0.000576986,0.068136273,0.536986969,0.584762647,0.302674253,0.011342195,0.563652883,0.803099112,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99934197,0.00040904,0.007049098,0.000409317,0.000559708,0.068136273,0.449641268,0.444522508,0.299606391,0.011342195,0.666323162,0.850815403,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999260811,0.000427394,0.007044391,0.000427705,0.00057535,0.068136273,0.51221031,0.54537516,0.299682195,0.011342195,0.58507646,0.847934529,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999261872,0.00041992,0.007057905,0.000420227,0.00059503,0.068136273,0.43644128,0.396440871,0.280816375,0.011342195,0.64342304,0.850061959,0.601202405,0.00859589,0.002111825,0.98443712,0.006012024,0
0.999222045,0.000423681,0.007049098,0.000424005,0.000577753,0.068136273,0.488865315,0.472291379,0.252132381,0.011342195,0.515750193,0.661340898,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.999263774,0.099436025,0.007288646,0.106558795,0.120759215,0.078156313,0.539437527,0.551666699,0.295356945,0.011342195,0.54752762,0.794622288,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998387936,0.003239301,0.007864351,0.003248812,0.003602005,0.102204409,0.58825335,0.642971903,0.281075459,0.011342195,0.477813614,0.629440894,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998753571,0.004248025,0.007864351,0.004264964,0.005311121,0.102204409,0.566258445,0.58620677,0.293961724,0.011342195,0.51912996,0.734491251,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998703857,0.003983945,0.007864351,0.003997737,0.004296763,0.102204409,0.461601797,0.416655605,0.288797086,0.011342195,0.625641165,0.844416214,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998758599,0.003067438,0.007864351,0.003073823,0.001015092,0.102204409,0.481091172,0.520151,0.332704727,0.011342195,0.691562735,0.904030116,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998709877,0.00427489,0.007864351,0.004286003,0.005266845,0.102204409,0.562901885,0.628293342,0.287420705,0.011342195,0.510605334,0.752219412,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998712999,0.003347932,0.007864351,0.003354748,0.001030928,0.102204409,0.631769986,0.726993149,0.28368109,0.011342195,0.449025905,0.617498882,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998716171,0.003400346,0.007864351,0.003406828,0.001028383,0.102204409,0.516502029,0.540118953,0.28875503,0.011342195,0.55905885,0.766110807,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998719459,0.000738871,0.007864351,0.00073982,0.001025746,0.102204409,0.416574756,0.372305127,0.282547362,0.011342195,0.678263283,0.862399419,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99872273,0.000736983,0.007864351,0.000737928,0.001023123,0.102204409,0.534673366,0.560073221,0.280697992,0.011342195,0.524989667,0.735515857,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998725985,0.000735105,0.007864351,0.000736045,0.001020512,0.102204409,0.449868226,0.374077526,0.304639633,0.011342195,0.677175262,0.819012901,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998729223,0.000733237,0.007864351,0.000734172,0.001017915,0.102204409,0.599941991,0.60306717,0.280317088,0.011342195,0.467240321,0.646039079,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998732444,0.000731378,0.007864351,0.000732308,0.001015332,0.102204409,0.481741704,0.513469769,0.278524359,0.011342195,0.578161195,0.758434721,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.99873565,0.000729529,0.007864351,0.000730454,0.001012761,0.102204409,0.578377955,0.631978856,0.280297165,0.011342195,0.484626295,0.728542399,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998738839,0.000727689,0.007864351,0.000728609,0.001010203,0.102204409,0.509706634,0.555823358,0.308347445,0.011342195,0.604950817,0.862413081,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
0.998742012,0.000725858,0.007864351,0.000726774,0.001007658,0.102204409,0.515647509,0.457549657,0.322055263,0.011342195,0.624564761,0.848768587,0.601202405,0.00859589,0.002114619,0.98443712,0.006012024,0
